process,product_name,type,unit,value,product_type,carbon_content,data_source
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",sulfur_dioxide,RAW MATERIALS,kg,-0.018784517087434654,intermediate,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",trimethylamine,RAW MATERIALS,kg,-0.023555342996643653,intermediate,0.6101694915254238,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",water,RAW MATERIALS,kg,-16.239063761901573,raw_material,0.0,https://doi.org/10.1002/bbb.1801
"lactic acid, from steam explosion pre-treatment of agricultural residue, according to Mandegari2018",co2_emission,EMISSION,kg,2.1869705854855583,emission,0.2727272727272727,https://doi.org/10.1002/bbb.1801
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",co2_emission,EMISSION,kg,3.984691445308853,emission,0.2727272727272727,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",agricultural_residue,RAW MATERIALS,kg,-3.020810600667538,intermediate,0.494,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",ammonia,RAW MATERIALS,kg,-0.009969671949397817,intermediate,0.0,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",enzyme,RAW MATERIALS,kg,-0.019939343898795633,intermediate,0.53,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",lime,RAW MATERIALS,kg,-0.12960573534217162,raw_material,0.0,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",succinic_acid,PRODUCT,kg,1.0,intermediate,0.40678,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",sulfuric_acid,RAW MATERIALS,kg,-0.4087565499253104,raw_material,0.0,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",trimethylamine,RAW MATERIALS,kg,-0.03987868779759127,intermediate,0.6101694915254238,https://doi.org/10.1016/j.indcrop.2023.117101
"succinic acid, from steam explosion pre-treatment of agricultural residue, according to Kosamia2023",water,RAW MATERIALS,kg,-18.194651307651014,raw_material,0.0,https://doi.org/10.1016/j.indcrop.2023.117101
"syngas, from agricultural residue gasification",co2_emission,EMISSION,kg,1.6523596459396697,emission,0.2727272727272727,AB
"syngas, from agricultural residue gasification",agricultural_residue,RAW MATERIALS,kg,-1.5643493089920173,intermediate,0.494,AB
"syngas, from agricultural residue gasification",electricity,UTILITIES,kWh,-0.17768223940822228,intermediate,0.0,AB
"syngas, from agricultural residue gasification",oxygen_liquid,RAW MATERIALS,kg,-0.7207175408836747,intermediate,0.0,AB
"syngas, from agricultural residue gasification",syngas_2_to_1,PRODUCT,kg,1.0,intermediate,0.374789328,AB
"syngas, from agricultural residue gasification",water,RAW MATERIALS,kg,-1.0604144244996063,raw_material,0.0,AB
"tetrahydrofuran, from 1,4-BDO dehydrogenation",bdo_14,RAW MATERIALS,kg,-1.2585105292430505,intermediate,0.5333,ecoinvent
"tetrahydrofuran, from 1,4-BDO dehydrogenation",heat_high,UTILITIES,MJ,-0.6562176516134661,intermediate,0.0,ecoinvent
"tetrahydrofuran, from 1,4-BDO dehydrogenation",tetrahydrofuran,PRODUCT,kg,1.0,intermediate,0.58824,ecoinvent
"ethylene, from ethanol dehydration",nmvoc_emission,EMISSION,kg,0.0006,emission,0.0,ihsmarkit
